feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40
-0.14052,0.07638,0.04808,0.51027,0.29097,-0.19641,0.06596,-0.02778,0.09693,0.17418,0.29306,0.64529,0.93107,0.61013,0.6743,1.01609,0.87193,0.88833,1.30951,1.55088,0.18555,0.62038,-0.08367,0.37732,0.60702,0.3064,0.72335,0.69995,0.44589,0.78895,0.11007,0.35383,0.48306,0.1628,0.33099,0.39495,0.19703,0.44994,0.86419,0.41999
0.06952,0.31684,0.3496,0.6399,0.88892,0.59743,0.70278,0.67345,0.80104,0.70019,0.18322,-0.1792,-0.286,0.12379,0.3497,-0.14238,-0.1401,0.04373,0.15111,-0.00454,-0.23553,-0.09321,-0.42177,0.05642,-0.07236,0.28567,0.13817,0.24574,0.12782,0.0147,0.0527,-0.24989,0.21626,0.04192,-0.00245,0.16853,0.26554,-0.08004,0.19073,0.26969
-0.02012,0.27748,0.49906,0.56397,0.36256,0.69557,0.74806,0.47134,0.59506,0.66103,0.17226,0.18122,0.05436,-0.17886,-0.0824,-0.07466,0.1889,0.15346,-0.05582,-0.13042,0.2692,-0.06089,-0.01849,-0.12874,0.08818,-0.11606,-0.00428,0.16233,0.15039,0.1141,-0.07251,0.12682,-0.03807,0.2001,-0.05204,0.22011,-0.11789,-0.28932,-0.09164,0.11224
0.14575,0.11291,0.17494,-0.30286,0.07997,0.16178,0.04313,-0.31465,0.22282,0.29042,0.2748,0.01437,-0.07861,0.513,0.36352,0.83989,1.00912,0.92287,1.31655,1.02539,0.51409,0.3795,0.64643,0.40126,0.52966,0.73439,0.84464,1.23654,1.19161,1.75324,0.0515,0.56139,0.26181,0.4656,0.22736,0.31611,0.53603,0.46157,0.74625,0.97119
0.10986,-0.05217,-0.26175,-0.15447,0.10788,-0.05085,-0.06865,-0.02395,0.13065,-0.10812,-0.24142,0.00314,0.03734,-0.25077,-0.0145,-0.09898,0.25318,0.1683,0.24917,0.46238,0.49872,0.21811,0.52341,0.43824,0.43082,0.94014,0.69718,0.63714,0.92046,0.68581,0.64921,0.33072,0.76243,0.95082,0.92636,1.05065,1.38423,1.29772,1.56189,1.44305
0.22846,-4.1e-4,-0.15272,0.11469,0.12085,0.13898,0.08887,0.13354,-0.11383,0.29698,0.70575,0.50664,0.51479,0.67312,0.86057,1.22035,0.92449,1.29427,1.29045,1.38756,0.23789,0.54494,0.3417,0.22816,0.58865,0.80929,0.74875,0.96481,1.08167,0.90792,0.07298,0.16819,0.62576,0.53165,0.47878,0.67326,0.4233,0.74001,0.69407,0.78061
0.60253,-0.05309,-0.0327,-0.02919,0.07148,0.68923,0.17585,0.22364,0.40083,0.38101,0.29692,0.23,0.77132,0.65692,0.33736,1.38262,1.31892,1.46248,0.996,1.26891,0.13146,0.65107,0.17388,0.264,0.3851,0.67062,0.86238,0.76709,1.03261,0.79283,0.10448,0.02856,0.43833,0.20797,0.48726,0.34499,0.32046,0.54837,0.52419,0.52401
0.06544,-0.14104,-0.25365,0.00522,0.39002,0.35205,0.43837,0.30892,0.33109,0.56025,0.30384,0.51305,0.68786,0.88816,0.92323,1.44547,1.16192,1.47222,1.35728,1.50614,0.12518,0.15603,0.18418,0.07671,0.2022,0.38475,0.66967,0.55843,0.50889,0.77055,0.10068,0.33774,0.45164,0.12513,0.11594,-0.0074,0.46842,0.39745,0.58149,0.14808
0.13703,-0.28831,-0.23392,0.28345,0.33403,0.0287,0.10724,-0.04661,-0.32792,0.10889,-0.05948,-0.15525,0.21372,0.00924,0.10313,0.22555,-0.36229,0.15851,0.17917,0.20812,0.03983,0.03461,0.08749,0.18492,0.58484,0.57395,0.28608,0.61817,0.40748,0.79385,0.4145,0.85545,0.89659,0.52873,0.8266,1.08311,1.66006,1.9089,2.20889,1.77556
0.77439,0.00421,0.36254,-0.16705,0.46437,0.40574,0.28892,0.46965,0.5275,0.5068,0.48814,0.49479,0.48499,0.90255,0.82363,1.16296,1.28943,1.40178,1.65162,1.71765,0.27045,0.2098,-0.06437,-0.04244,0.1677,0.07553,0.4352,0.80374,0.32332,0.39166,-0.26241,0.23618,0.06804,0.35187,-0.02108,0.46458,0.32013,0.58231,0.35798,0.52135
0.12586,-0.13018,-0.05873,-0.12676,0.14232,0.42665,-0.14521,0.20207,-0.15125,0.07062,0.16962,0.44741,0.32687,0.71676,0.71681,1.0024,0.58911,0.32988,0.74878,0.71188,0.41409,0.41105,0.7166,1.16653,0.82441,1.03437,1.12401,1.2223,1.36672,1.5482,0.27833,0.14199,-0.03361,0.2736,1.11406,0.35975,0.63074,0.86607,0.42192,1.14084
0.02945,-0.02053,0.22277,0.201,-0.14513,0.09537,0.03455,0.59781,-0.03934,0.43608,0.78831,0.47301,0.33747,0.80367,0.71115,1.17275,1.10149,1.28773,1.31645,1.50683,0.03396,0.18078,0.60239,0.40216,0.59354,0.84909,1.13822,0.85452,0.81366,1.06067,0.3076,-0.24137,0.10626,0.61048,0.27501,0.51775,0.51264,0.53784,0.56388,0.87062
0.20462,0.28899,0.82451,0.76294,0.89524,1.15607,0.83769,1.59652,1.63658,1.7503,0.01688,0.25026,0.07634,0.37231,0.3246,0.08866,0.36436,0.43769,0.55545,0.83787,-0.08734,-0.34711,0.30478,0.10074,-0.11314,-0.03943,-0.48337,0.49279,0.13696,-0.13006,0.08921,0.42366,-0.16687,0.05733,0.20923,0.12373,0.20581,0.01583,0.08727,0.6639
0.2902,0.35461,0.51405,0.60874,0.65511,0.96054,1.17581,1.19191,1.45248,1.49738,0.20218,0.08612,0.19681,0.34695,0.25328,0.43961,0.21387,0.44184,0.65392,0.61656,0.4787,0.25428,0.14045,0.38387,0.04274,0.15187,-1.1e-4,-0.19578,0.11204,-0.25983,-0.06099,0.4613,-0.22552,0.05276,0.29526,-0.0464,0.31014,-0.17188,0.36919,0.42027
-0.33134,0.30819,-0.08157,0.34572,0.02727,0.03831,0.17167,0.16177,-0.15072,-0.15982,0.28231,0.1339,0.16594,0.17637,0.32074,0.43582,0.3647,0.44527,0.65718,0.91299,0.13905,0.35994,0.57886,1.04266,0.93564,1.24361,1.36942,1.05174,1.41632,1.47047,-0.19908,0.46278,0.01998,0.54409,0.46029,0.33177,0.97743,1.01904,1.01951,1.149
-0.12337,0.32918,0.69939,0.43864,0.20698,0.07861,0.65655,0.47152,0.31679,0.82639,-0.00776,0.56436,0.68835,0.91245,1.04572,1.10449,1.15135,1.69817,1.72319,1.53236,0.11029,0.16288,0.03533,0.13284,-0.00723,-0.06701,0.28366,0.17162,0.32259,0.13437,-0.06712,0.35818,0.25073,0.11071,0.1311,0.12689,0.45148,0.45381,0.46439,0.39243
0.28061,0.53436,0.53295,0.33443,1.08717,1.1823,0.93096,1.36252,1.31815,1.6716,0.06691,0.1593,0.00677,0.23745,-0.16835,0.18877,-0.00416,0.31184,0.17681,0.39694,0.20729,0.11704,-0.07985,0.03309,0.01157,0.10357,0.1837,0.33467,-0.00509,0.13617,0.05119,0.04161,0.07588,-0.06802,0.19118,0.21961,-0.00354,-0.24558,-0.15439,0.022
0.06857,0.00138,0.05162,-0.07881,0.09721,0.15867,0.09904,-0.20084,-0.10432,0.02235,-0.13002,0.2881,0.3652,0.26848,0.06869,0.27913,0.54987,0.23018,0.50184,0.46937,0.12216,0.7052,0.81083,1.03518,1.2292,0.72466,1.15116,1.06664,0.85847,1.65953,0.45626,0.36015,0.50146,0.47941,0.29369,0.8238,0.70081,0.86721,0.86632,0.62626
0.28204,0.18173,0.68558,0.86373,0.54788,0.90203,0.58516,0.56121,0.9513,1.27311,-0.34121,0.33644,0.26694,-0.34047,0.24018,0.20344,-0.16222,-0.03216,0.09507,0.6252,-0.09204,0.1703,-0.02492,-0.00423,0.23657,0.00288,-0.22765,-0.19278,-0.61926,-0.0979,0.29518,-0.24257,-0.16182,0.06958,0.1957,0.05509,0.46828,0.0294,0.35465,0.12665
-0.07756,-0.11778,-0.02397,0.39693,0.27256,0.25365,-0.02365,-0.03241,0.11839,0.16596,0.18923,0.23224,-0.12112,0.23678,0.10061,0.00425,0.07038,0.409,0.39772,0.15775,-0.01291,0.23042,0.40528,0.82691,0.9931,1.21047,1.24977,1.20099,1.05757,1.33376,-0.09136,0.03169,0.25911,0.64575,0.76961,0.83482,1.13689,1.35374,1.27616,1.60475
-0.32732,-0.02549,0.09036,0.20686,0.02081,0.15876,-0.0041,0.08196,0.20664,0.17063,0.47599,0.72626,0.61304,0.42213,1.18615,0.88329,0.96599,1.21216,1.46849,1.48751,0.45694,0.21264,0.4565,0.74429,0.85907,0.92081,0.70036,1.09815,0.81424,1.00551,0.31609,0.19323,0.09469,0.58637,0.73559,0.3284,0.74729,0.56624,0.42056,0.68609
0.20504,0.11519,-0.12619,0.15282,-0.05051,0.23357,0.35034,0.00697,0.43666,0.15999,0.46291,0.78699,0.35451,0.59888,0.73727,1.08799,0.86107,1.29818,1.09423,1.57505,0.25603,0.48128,0.21085,0.82599,0.92536,0.62287,0.3858,0.91088,0.63892,0.79428,0.1787,0.13812,0.61727,0.63964,0.30167,0.03002,0.22816,0.5124,0.48098,0.47254
0.44965,0.47002,0.99705,0.27187,0.84233,1.0579,1.29232,1.25914,1.17314,1.16366,0.41809,0.32286,0.42333,0.38805,0.55737,0.35461,0.68826,1.04692,0.58381,1.13287,0.32623,-0.16896,-0.32763,0.06032,-0.09893,0.096,-0.02748,0.27484,-0.12168,0.09609,-0.23917,-0.08821,0.1496,0.24499,0.17593,0.33687,0.14879,0.04967,0.15113,-0.01482
0.51365,0.61504,0.16282,0.66729,0.59285,0.31469,0.48567,0.77832,0.19111,1.03373,0.31273,0.76765,0.74683,0.64867,0.99212,1.16661,1.32562,1.14267,1.55837,1.90177,0.25774,0.07796,0.15923,0.07253,0.39342,0.17405,0.25362,0.43729,0.1965,0.30525,-0.02234,0.06011,-0.13658,0.10158,0.70553,0.25397,0.3285,0.41592,-0.04766,-0.02027
-0.24189,0.10441,-0.0202,0.1095,0.0186,-0.0261,0.52031,0.36326,0.27027,0.64872,0.35365,0.40462,0.71524,0.6248,1.00133,1.33922,1.0507,1.14743,1.27661,1.44278,0.21814,0.34721,0.24991,-0.01024,0.20366,0.31379,0.54398,0.62171,0.48141,0.60971,0.27301,-0.04251,0.16316,0.50051,0.3298,0.06957,0.28456,0.37244,0.07801,0.34745
0.30966,0.33958,0.49777,0.82466,0.69118,0.80647,1.12825,1.26619,1.02065,1.56024,-0.22645,0.08586,-0.10532,0.20794,-0.198,0.06951,-0.00967,0.52945,-0.13491,-0.01161,-0.17635,0.04116,-0.28886,0.20792,0.3246,0.10676,-0.24047,0.08807,0.18595,0.12174,-0.01765,-0.05129,0.31823,0.02073,-0.10207,-0.18975,-0.10783,0.13028,-0.08234,0.19033
0.44797,-0.19729,0.51414,-0.04448,0.45078,0.09248,0.44865,0.19513,0.53034,0.10478,0.58811,0.55812,0.85114,0.65928,1.22847,0.78081,1.20081,0.91827,1.77392,1.71637,-0.21866,0.07606,0.45006,0.47112,0.22391,0.30036,0.55988,0.7012,0.87952,0.62553,0.24637,0.11962,0.13049,-0.07836,0.38948,0.44205,0.1746,0.42116,0.64731,0.00883
0.25417,0.10762,0.02975,0.58192,0.42512,0.69477,0.94644,1.10932,1.09379,0.70101,-0.35214,0.34123,0.0595,0.04972,0.47181,-0.31896,-0.26641,-0.37569,0.078,-2.3e-4,0.12296,0.14082,-0.09052,0.44551,-0.05337,0.26988,-0.04164,0.09925,-0.08878,0.24639,0.13583,-0.03311,-0.06056,0.24019,-0.06442,-0.00377,0.5067,0.17376,0.06597,-0.02903
0.67134,1.04514,0.61553,0.2753,1.24148,0.77101,1.24289,1.024,1.77401,1.31936,0.32579,-0.06621,0.30654,0.3958,0.51175,0.81577,0.2263,0.65139,0.80192,0.84912,0.24644,0.53131,0.25885,0.04215,0.05368,0.11868,-0.19466,-0.06082,-0.17684,-0.10624,0.09057,-0.14026,0.1242,0.27614,0.24563,0.04746,0.45836,0.3561,0.16562,-0.07208
0.50495,0.58078,0.40337,1.23846,1.09315,0.77011,1.14512,1.24883,1.29509,1.58504,0.27549,0.18391,0.4169,0.16132,-0.16079,0.05992,0.21887,0.15725,0.14527,0.42,0.44612,0.08868,-0.12918,0.36073,0.40316,-0.37419,0.03982,0.13135,-0.36076,-0.19168,0.00122,0.04711,0.00723,-0.04029,0.05544,0.13268,-0.1557,0.34998,-0.0854,0.061
0.41868,0.70359,0.4462,0.6398,0.97042,0.92721,1.36716,1.11297,1.4112,1.67263,0.26188,-0.05065,0.00247,0.28138,0.3481,0.16927,0.734,0.69868,0.61878,0.97224,-0.14589,-0.02404,-0.35816,0.13018,-0.06395,0.26179,-0.29108,0.09187,0.01052,0.19679,0.0628,-0.08862,0.32381,-0.36394,-0.13324,-0.06657,-0.04313,0.29257,-0.14594,0.00583
0.18307,0.04187,0.00575,0.13074,-0.07203,0.1599,0.19398,-0.04902,0.15352,-0.13188,-0.08297,-0.05466,0.11042,0.3231,-0.05358,-0.19453,0.64018,0.13374,0.17541,-0.07994,0.40243,0.23719,0.36478,0.41641,1.04677,0.9557,0.58763,0.93578,1.04498,1.2445600000000001,0.39934,0.73963,0.70967,0.95695,1.36018,1.08986,1.22012,1.29309,1.39111,1.32523
-0.16017,0.30227,0.42854,0.01208,0.30258,0.52064,0.44446,0.51665,0.90911,0.24821,0.64921,0.39682,0.5903,0.78228,0.89891,0.77939,1.19802,1.37163,1.62304,1.87987,-0.14204,0.32497,-0.15486,0.09345,0.54516,0.32644,0.11832,0.30283,-0.02112,0.3621,-0.18041,-0.08949,0.4026,0.11513,0.08117,-0.01485,0.26022,0.28642,0.31026,0.26764
-0.06543,-0.02975,0.3382,0.04641,0.03212,-0.0449,-0.10607,0.11007,0.13471,0.49557,0.12012,0.26171,-0.03512,-0.00986,0.09852,0.49024,0.32025,0.1821,0.43561,0.29374,0.30675,0.63168,0.68304,1.00538,0.82965,0.87007,0.88487,0.91474,1.78366,1.40915,0.23615,0.29365,0.66664,0.60558,0.5632,0.66671,0.93429,1.01627,1.22605,1.03398
0.12156,0.11184,-0.07855,0.42278,0.04364,0.09353,0.18504,-0.15221,0.32575,-0.29938,0.2693,0.59252,0.09981,0.12757,-0.06673,-0.04111,0.28716,0.39659,0.39581,-0.08445,0.24722,0.16771,0.84168,0.78584,0.49852,0.41784,1.03151,0.94502,0.99035,1.01584,0.21438,0.21328,0.55299,0.71686,0.82072,1.16403,1.4491,1.06978,1.49907,1.51144
0.51599,0.61922,0.50021,0.71353,0.67613,0.74474,0.83598,0.66919,0.77944,1.18158,0.2041,0.56331,0.51135,0.32201,0.53793,1.06483,0.97998,1.51739,1.36783,1.44492,-0.0404,0.23439,0.04761,0.04391,0.58139,0.22654,0.40953,0.33477,-0.14305,0.28088,0.19405,0.28617,0.42351,0.2712,0.12128,0.0733,0.15793,0.34023,0.27363,-0.17855
0.36777,0.46603,-0.19638,0.51092,0.60442,0.81877,0.50576,0.42377,0.52573,0.84348,0.26393,0.17744,0.12598,-0.07614,0.04423,0.03261,-0.2996,0.28405,0.20102,0.02424,0.14268,-0.4814,0.08001,-0.05913,-0.13165,0.00866,-0.11551,-0.17006,-0.14218,-0.28292,-0.04165,0.16596,-0.0223,0.63903,-0.17711,-0.18584,-0.14816,0.36134,0.36807,0.1773
0.38944,0.42319,0.61311,0.60549,1.03946,0.77196,1.23296,1.27215,1.49375,1.31837,0.24543,0.41688,0.32952,0.47758,0.29205,0.77303,0.70506,0.78364,1.19838,1.02352,-0.06452,-0.09705,0.0415,-0.44526,0.08613,0.20878,0.01182,0.12593,0.01549,0.15571,-0.11305,0.1333,-0.06861,0.40214,0.09145,0.25301,-0.02527,0.03671,0.31597,0.27574
0.23516,0.03063,0.34134,-0.02125,0.11805,0.17365,0.15177,-0.27727,0.06602,-0.13644,0.10421,0.42599,0.12445,0.5863,0.20651,0.52436,0.51074,0.66977,0.79141,0.54135,0.32778,0.54522,0.90761,0.69896,0.77343,1.00267,1.07183,1.2624,1.76825,1.62791,0.24609,0.27978,0.22132,0.49304,0.65518,0.67139,1.16833,1.0541,0.95573,0.61377
0.35115,0.17466,0.68204,1.30456,0.56661,0.72784,1.33173,1.53749,1.27354,1.70533,0.44164,0.64473,0.40744,0.45858,0.08088,0.79362,0.56131,0.93953,1.01095,1.16102,0.14624,0.05596,0.15003,0.04638,0.24949,0.1661,-0.20111,0.09632,-0.16521,-0.55644,0.18885,-0.05332,0.06075,0.03259,-0.12151,0.0641,0.50516,0.20991,0.10641,0.19362
-0.1915,0.26713,0.03079,-0.02505,-0.0502,-0.07394,0.07919,0.14388,0.02013,-0.11323,0.45967,0.42928,0.44945,0.5612,0.3957,0.75335,0.88807,1.01122,1.05109,1.24219,0.07695,0.73166,0.46188,0.75439,0.663,0.85941,0.94684,1.0924,1.16496,1.2949600000000001,0.29,0.49827,0.37974,0.68849,0.42772,0.37164,0.39846,0.8761,0.59022,0.92026
-0.00428,0.36377,-0.0294,-0.10889,0.21594,-0.11169,-0.35684,0.04666,-0.13948,0.03592,0.03492,0.04719,-0.11514,-0.35796,0.30564,0.47036,0.07017,0.021,0.2972,0.10236,0.45654,0.35262,0.2483,1.03038,1.18414,0.69187,1.18344,1.10824,0.99078,1.30336,0.03321,0.49348,0.39238,0.78249,1.00885,0.60312,0.84503,1.06012,1.14471,1.33594
-0.0322,-0.30149,-0.11594,-0.12397,-0.12803,0.22328,0.0824,-0.05681,-0.08433,0.05237,-0.24881,-0.0268,-0.05923,0.08869,0.3696,0.12985,0.28667,0.18275,0.12895,0.50378,0.17942,0.64472,0.91817,0.2236,0.81995,0.507,0.90874,1.19333,1.27972,1.09001,-0.13365,0.71852,0.5523,0.72033,0.83545,0.91057,1.25724,1.3244,1.14172,1.68761
0.35317,0.36859,0.56044,0.32995,0.79541,0.61055,1.06836,1.45079,0.81614,0.91138,-0.01352,0.36652,0.40313,0.45011,0.4812,0.78178,1.08579,1.24222,1.41838,1.23386,0.36212,0.56171,0.29862,-0.06764,0.14903,0.20476,0.14329,0.54958,0.32493,0.03372,-0.09197,0.3672,0.17886,0.26058,-0.15413,0.40577,0.16687,0.09458,0.13691,0.24091
0.21824,0.2165,0.57864,0.6682,0.62016,0.62739,0.73131,1.04646,1.06137,1.2372,0.5218,0.18543,0.61335,0.45295,0.38246,0.70782,0.76424,0.90331,0.92506,1.55369,0.24081,0.0319,-0.52623,0.02203,-0.02797,0.06134,-0.08533,-0.11002,0.20147,-0.24327,-0.15364,0.0423,0.40884,0.30229,-0.27724,0.30384,0.00454,0.43668,0.02219,0.11102
0.13081,-0.2392,0.29761,0.03518,0.25755,-0.05579,-0.2147,0.0642,-0.05898,0.34536,0.08465,0.07616,0.3091,0.12452,0.05713,0.00317,0.14776,0.10157,-0.08516,0.37006,0.22678,0.11205,0.42399,0.72089,0.58173,0.63734,0.68226,0.66241,1.0755,1.03431,-0.00335,0.38276,0.65574,0.52112,1.21075,0.94913,1.30058,1.30377,1.38185,1.42157
0.43662,0.24623,-0.38332,0.28713,0.03577,0.06456,0.27498,-0.33045,0.07227,0.42819,0.38992,0.22373,0.42438,0.36138,0.51497,0.71772,0.68367,0.7059,0.79626,1.1562,0.4326,0.15368,0.42396,0.87921,0.67513,0.69654,0.78578,1.09587,1.10486,1.32913,0.25442,0.64016,0.26783,0.22829,0.288,0.56502,0.71199,0.48196,0.36806,0.66771
-0.35412,0.24029,0.01307,0.09881,-0.01082,0.07393,-0.06693,-0.28257,-0.04959,0.04995,0.17523,0.37252999999999997,0.36504,0.47576,0.4238,0.46938,0.18083,0.40784,0.13559,0.68429,0.46361,0.16646,0.30504,0.77485,0.95719,0.98443,1.38188,1.27357,1.43802,1.29689,0.10334,0.18403,0.29023,0.44261,0.38431,0.63114,0.48565,0.73945,1.07181,1.2187
0.15804,0.46096,-0.05,-0.17077,0.01234,0.10381,0.15252,0.01324,0.0142,0.08368,0.15199,0.58971,0.50841,0.61185,0.79094,0.86658,0.96257,1.19945,1.09717,1.56672,0.27376,0.33291,0.16149,0.58723,0.76547,0.59011,1.03464,0.8315,1.17738,1.13306,0.11864,0.08864,0.24727,0.4358,0.23183,0.22263,0.51974,0.16939,0.69938,0.8636
-0.14437,0.10028,-0.05528,-0.06288,-0.25178,-0.06792,-0.09352,0.03158,-0.02361,0.08406,0.12468,-0.18005,-0.25767,-0.04264,0.01125,0.21426,0.03523,0.15139,0.109,0.05815,0.31082,0.2681,0.46747,0.59162,0.55127,0.61201,1.15391,0.96581,0.75455,1.12385,0.06676,0.51626,0.58015,0.64236,0.92921,1.24448,1.48569,1.46817,1.4882,1.67536
0.26063,0.15074,0.58612,0.79232,0.91881,1.21708,0.87948,1.09362,1.32239,1.61535,-0.24218,0.03192,0.24866,0.46162,0.601,0.50263,0.43994,0.67417,0.51988,0.80175,-0.19484,-0.11811,0.02148,-0.02819,0.03171,-0.20548,0.25814,0.18147,0.14976,0.1565,-0.04752,0.34792,-0.11516,0.13029,-0.07938,0.135,0.33041,0.20549,0.07955,-0.18793
0.01267,0.59905,0.48071,1.20218,0.89855,0.55192,1.44841,1.09265,1.33789,1.3442,0.13691,-0.07314,0.39444,0.23722,-0.25137,0.21884,0.07,0.13804,0.27501,0.40087,0.12864,0.01478,-0.26212,0.03504,0.27889,-0.01223,0.06463,0.44962,0.51917,0.1554,0.34211,0.18411,0.19616,0.20715,0.08697,-0.04081,0.20654,0.1584,0.27724,-0.02303
-0.05159,-0.13841,0.05916,-0.20962,0.3993,-0.11408,0.042,-0.31251,0.07118,-0.02122,-0.52796,0.1361,-0.00741,0.16367,-0.12918,-0.04648,0.13971,0.15287,-0.25049,0.49486,0.12239,0.08941,0.838,0.60447,0.81941,0.45511,0.80225,0.86296,1.03722,1.20326,0.44009,0.66315,0.47311,0.71942,0.9838,1.11728,1.04175,1.51539,1.0551,1.56347
0.19292,0.12817,0.06654,0.20505,0.02441,0.45673,0.50426,0.48865,0.51829,0.11878,0.18783,0.30324,1.04055,1.21858,0.59345,1.12115,1.34959,1.24374,1.38213,1.53619,0.18623,0.13298,0.52172,0.49124,0.13258,0.17171,0.29869,0.81375,0.40491,0.20881,0.3137,0.19466,0.2302,0.21059,0.18052,0.08186,0.25911,0.44122,-0.00733,0.4483
-0.2851,0.04884,-0.31247,0.1594,-0.13769,-0.28295,0.23225,-0.08794,0.14252,0.00942,0.24287,0.23415,-0.16902,0.04714,-0.01263,0.14568,0.03223,0.22733,-0.01555,0.34862,0.53715,0.59249,0.78593,0.7183,0.49931,0.64984,0.70843,1.38072,1.45202,1.04342,0.56056,0.55253,1.12012,0.57613,1.05267,1.27809,1.40972,1.0789,1.95641,1.52427
0.76197,0.51306,0.84072,0.62305,0.26587,0.99959,1.23678,0.96239,1.29468,1.63993,0.30434,0.09487,-0.34085,-0.07294,0.18372,-0.02941,0.45928,0.29234,0.31451,0.73725,0.04117,0.06282,0.0327,-0.03421,0.44436,0.17856,0.17085,0.14594,-0.13896,-0.02796,0.23839,0.01828,-0.30983,0.50462,0.11643,0.26266,-0.28155,0.25969,0.21139,-0.01639
-0.14807,0.16394,-0.04595,-0.08324,0.27185,0.13215,0.13391,-0.09419,0.03676,-0.1766,0.2973,0.28573,0.16058,0.24632,0.18078,0.30483,0.13071,0.53696,0.50985,0.05912,0.31486,0.4938,0.29003,0.90074,0.71174,0.97875,1.12754,1.18777,1.42293,1.82263,0.41165,0.07723,0.40167,0.66178,0.46968,0.79946,0.70727,1.12629,1.15685,1.20343
-0.4488,-0.12181,-0.02846,-0.12768,0.08718,0.02034,-0.26601,-0.00719,-0.1323,-0.2826,0.34848,0.49971,0.2753,0.1611,0.31904,0.37288,0.44922,0.60338,0.58625,0.77378,0.2219,0.419,0.81298,0.75977,0.84588,0.83945,1.27044,1.3192,1.55963,1.49855,0.38975,0.12022,0.40769,0.28531,0.37613,0.58973,0.92211,0.37558,0.87127,1.05656
-0.02274,-0.1354,-0.00875,-0.35813,0.09602,-0.42549,0.12257,-0.18991,-0.02853,0.18477,-0.02064,0.38656,-0.12204,-0.22677,-0.02364,0.0107,0.2923,0.0677,0.03619,-0.10523,-0.05764,0.40055,0.6394,0.49028,0.65457,0.24185,0.76373,0.87484,0.56481,0.68262,0.07644,0.82095,0.76576,1.12153,1.15223,1.08292,1.2957,1.4557,1.78684,1.80625
0.55156,0.14502,-0.09555,-0.44669,0.51843,0.27093,0.66512,-0.05768,0.14176,0.67253,0.31401,0.68302,0.80277,1.40212,0.61259,1.16256,1.00567,1.26627,1.46493,1.29775,0.29376,0.32131,0.29582,0.68978,0.59127,0.30017,0.80586,0.50458,0.3417,0.62311,0.32236,0.11376,0.15139,-0.08385,0.46971,0.38407,0.5559,0.48248,0.76082,0.62616
0.32788,0.18703,0.13767,-0.00224,0.17215,-0.01562,0.06293,0.30703,0.13661,-0.09948,-0.0548,0.36962,0.59325,0.27057,-0.03778,0.53145,0.6326,0.64598,0.59144,0.69058,0.74,0.90258,0.98942,1.09344,1.29551,0.77614,1.15561,1.37471,1.25592,1.40537,0.09882,0.31962,0.24627,0.69913,0.55497,0.42985,0.6659,0.65079,0.6998,1.33769
0.53813,0.2984,0.53656,0.30592,0.81397,0.57552,0.68575,0.9297,0.91243,1.52375,0.22594,0.3723,0.68284,0.88806,0.70869,0.70296,0.99203,0.78005,1.11332,1.15808,0.095,-0.02231,0.02756,0.35226,0.24369,-0.33349,-0.12111,0.22375,-0.00683,0.33878,-0.21872,0.29909,0.55552,0.12112,0.08963,0.29191,0.23193,0.12774,-0.1234,0.32687
0.42584,0.22361,0.17328,0.57433,0.56128,0.83061,0.95908,0.84919,1.3401,1.14724,0.26608,0.14837,-0.13474,-0.06381,0.16728,0.16884,0.03273,0.0627,-0.07681,0.41969,0.11259,-0.05149,-0.12793,0.26183,0.31235,-0.11049,0.11501,-0.12644,0.10974,-0.33993,0.18955,-0.2287,0.14947,-0.30829,0.41382,-0.24007,-0.00675,-0.16195,-0.26293,0.33274
0.0924,-0.20188999999999999,0.0556,0.16243,0.2102,0.03035,0.2473,-0.0321,-0.11538,-0.2595,-0.05363,0.37349,0.62868,-0.1691,0.24495,0.22267,0.05721,0.07109,-0.15842,0.30479,0.22173,0.16811,0.24683,0.31059,0.86902,0.46204,0.56786,0.63354,1.0025,0.76482000000000006,0.44531,0.31691,0.59753,0.74582,1.10507,1.23,1.25609,1.45088,1.64554,1.6436
0.30451,0.37267,0.60231,0.63725,0.74649,0.98048,1.43728,1.37446,1.45897,1.92805,0.53967,0.27344,0.48192,0.4221,0.72821,0.65099,0.58864,0.57104,0.0974,0.68364,0.0284,-0.08293,0.18348,-0.2146,0.05391,0.07372,-0.10175,0.19425,0.21186,0.00862,-0.00654,-0.09665,-0.05685,-0.07239,0.06343,-0.11881,0.1484,0.68674,0.31231,-0.00703
-0.25198,0.0094,0.24711,0.07824,0.12599,0.11924,0.2307,0.38161,-0.007,0.03064,-0.00243,0.5496,0.65047,0.64004,0.92895,0.87191,1.15598,1.09814,1.08385,1.54317,0.02985,0.13048,0.47658,0.39264,0.87315,0.75695,0.83979,0.86378,0.78121,1.11362,0.11198,0.39386,0.45891,0.46878,0.05679,0.77709,0.50919,0.65342,0.4832,0.55261
